reading_plan_id,day,book_id,chapter,first_verse,last_verse
1,341,23,42,,
1,342,49,4,17,32
1,342,26,12,,
1,342,26,13,,
1,342,23,43,,
1,343,49,5,1,20
1,343,26,14,,
1,343,26,15,,
1,343,23,44,,
1,344,49,5,21,33
1,344,26,16,,
1,344,23,45,,
1,345,49,6,,
1,345,26,17,,
1,345,23,46,,
1,346,50,1,1,11
1,346,26,18,,
1,346,23,47,,
1,347,50,1,12,30
1,347,26,19,,
1,347,23,48,,
1,348,50,2,1,11
1,348,26,20,,
1,348,23,49,,
1,349,50,2,12,30
1,349,26,21,,
1,349,26,22,,
1,349,23,50,,
1,350,50,3,,
1,350,26,23,,
1,350,23,51,,
1,351,50,4,,
1,351,26,24,,
1,351,23,52,,
1,352,51,1,1,23
1,352,26,25,,
1,352,26,26,,
1,352,23,53,,
1,353,51,1,24,29
1,353,51,2,1,19
1,353,26,27,,
1,353,26,28,,
1,353,23,54,,
1,354,51,2,20,23
1,354,51,3,1,17
1,354,26,29,,
1,354,26,30,,
1,354,23,55,,
1,355,51,3,18,25
1,355,51,4,,
1,355,26,31,,
1,355,26,32,,
1,355,23,56,,
1,356,42,1,1,25
1,356,26,33,,
1,356,23,57,,
1,357,42,1,26,56
1,357,26,34,,
1,357,23,58,,
1,358,42,1,57,80
1,358,26,35,,
1,358,26,36,,
1,358,23,59,,
1,359,42,2,1,20
1,359,26,37,,
1,359,23,60,,
1,360,42,2,21,52
1,360,26,38,,
1,360,26,39,,
1,360,23,61,,
1,361,42,3,1,20
1,361,26,40,,
1,361,26,41,,
1,361,23,62,,
1,362,42,3,21,38
1,362,26,42,,
1,362,26,43,,
1,362,23,63,,
1,363,42,4,1,30
1,363,26,44,,
1,363,26,45,,
1,363,23,64,,
1,364,42,4,31,44
1,364,26,46,,
1,364,26,47,,
1,364,23,65,,
1,365,42,5,1,26
1,365,26,48,,
1,365,23,66,,
